id,name,padType,lat,long,mapURL,retired,locationid,infoURL,wikiURL,infoURLs,changed
134,"Unknown Pad, Woomera",0,-30.972,136.475,,0,20,,,,21/02/2017 00:00
135,"Unknown Pad, Unknown Location",0,0,0,,0,37,,,,21/02/2017 00:00
140,Kaitorete Spit Launch Complex,0,-43.828334,172.53629,"https://www.google.com/maps/?q=-43.828334,172.536290",0,24,,,,21/02/2017 00:00
141,Plesetsk 133/3,0,62.887,40.85,https://www.google.pl/maps/place/62°53'13.2"N+40°51'00.0"E/,0,11,null,https://en.wikipedia.org/wiki/Plesetsk_Cosmodrome,,21/02/2017 00:00
142,"Launch Complex 2 (LC-2), Xichang Satellite Launch Center",0,28.246017,102.026556,"https://www.google.com/maps/?q=28.246017,102.026556",0,25,null,https://en.wikipedia.org/wiki/Xichang_Satellite_Launch_Center,,21/02/2017 00:00
143,"Launch Complex 3 ( LC-3 ) ( LA-1 ), Xichang Satellite Launch Center",0,28.246017,102.026556,"https://www.google.com/maps/?q=28.246017,102.026556",0,25,null,https://en.wikipedia.org/wiki/Xichang_Satellite_Launch_Center,,21/02/2017 00:00
144,Satish Dhawan Space Centre First Launch Pad,0,13.733,80.235,"https://www.google.com/maps?q=13.733,80.235",0,5,https://en.wikipedia.org/wiki/Satish_Dhawan_Space_Centre_First_Launch_Pad,https://en.wikipedia.org/wiki/Satish_Dhawan_Space_Centre_First_Launch_Pad,https://en.wikipedia.org/wiki/Satish_Dhawan_Space_Centre_First_Launch_Pad,21/02/2017 00:00
145,Satish Dhawan Space Centre Second Launch Pad,0,13.7199,80.2304,"https://www.google.com/maps?q=13.7199,80.2304",0,5,https://en.wikipedia.org/wiki/Satish_Dhawan_Space_Centre_Second_Launch_Pad,https://en.wikipedia.org/wiki/Satish_Dhawan_Space_Centre_Second_Launch_Pad,https://en.wikipedia.org/wiki/Satish_Dhawan_Space_Centre_Second_Launch_Pad,21/02/2017 00:00
146,"Soyuz Launch Complex, Kourou/Sinnamary",0,5.3019,-52.8346,"https://www.google.com/maps/?q=5.3019,-52.8346",0,3,http://www.arianespace.com/spaceport-soyuz/overview.asp,https://en.wikipedia.org/wiki/Ensemble_de_Lancement_Soyouz,http://www.arianespace.com/spaceport-soyuz/overview.asp,21/02/2017 00:00
147,"Unknown, Xichang Satellite Launch Center",0,28.246017,102.026556,"https://www.google.com/maps?ll=28.246017,102.026556&q=28.246017,102.026556&hl=en&t=m&z=15",0,25,Unknown,https://en.wikipedia.org/wiki/Xichang_Satellite_Launch_Center,Unknown,21/02/2017 00:00
148,Unknown,0,31.0233,34.9728,https://www.google.ee/maps/place/31%C2%B001'23.9%22N+34%C2%B058'22.1%22E,0,26,Unknown,https://en.wikipedia.org/wiki/Negev,Unknown,21/02/2017 00:00
149,"Unknown, Palmachim Airbase, Israel",0,31.897778,34.690556,"https://www.google.com/maps?q=31.897778,34.690556",0,27,null,https://en.wikipedia.org/wiki/Palmachim_Airbase,,21/02/2017 00:00
150,"LP-41, Barking Sands",0,22.022778,-159.785,"maps.google.com/maps?q=22.022778,-159.785000",0,28,https://en.wikipedia.org/wiki/Pacific_Missile_Range_Facility,https://en.wikipedia.org/wiki/Pacific_Missile_Range_Facility,https://en.wikipedia.org/wiki/Pacific_Missile_Range_Facility,21/02/2017 00:00
151,Plesetsk Site 35/1,0,0,0,,0,11,,,,21/02/2017 00:00
153,Naro,0,34.431867,127.535069,"https://maps.google.com/maps?q=34.431867,127.535069",0,31,null,https://en.wikipedia.org/wiki/Naro_Space_Center,,21/02/2017 00:00
154,Kodiak LP-1,0,57.435833,-152.337778,"https://www.google.ee/maps/search/57.435833,152.337778",0,32,null,https://en.wikipedia.org/wiki/Kodiak_Launch_Complex,,21/02/2017 00:00
155,"Wenchang, China",0,19.614354,110.951057,https://www.google.com/maps/place/19°36'52.2"N+110°57'04.1"E/,0,33,null,https://en.wikipedia.org/wiki/Wenchang_Satellite_Launch_Center,,21/02/2017 00:00
156,"LD1, Vostochny Cosmodrome, Siberia, Russian Federation",0,51.815581,128.296552,https://www.google.pl/maps/place/51°48'56.1"N+128°17'47.6"E,0,34,,https://en.wikipedia.org/wiki/Vostochny_Cosmodrome,,21/02/2017 00:00
157,"PU1, Vostochny Cosmodrome, Siberia, Russian Federation",0,51,128,,0,34,,https://en.wikipedia.org/wiki/Vostochny_Cosmodrome#Launch_pads,,21/02/2017 00:00
161,"Unknown pad, Sohae Satellite Launching Station",0,39.66,124.705,"https://www.google.com/maps?q=39.66,124.705",0,38,null,https://en.wikipedia.org/wiki/Sohae_Satellite_Launching_Station,,21/02/2017 00:00
162,Kwajalein Atoll,0,8.716667,167.733333,https://www.google.com/maps/place/8%C2%B043'00.0%22N+167%C2%B044'00.0%22E,0,39,null,https://en.wikipedia.org/wiki/Kwajalein_Atoll,,21/02/2017 00:00
163,Vandenberg Air Force Base,0,34.732778,-120.568056,"https://www.google.com/maps?ll=34.732778,-120.568056&q=34.732778,-120.568056&hl=en&t=m&z=14",0,39,,https://en.wikipedia.org/wiki/Vandenberg_Air_Force_Base,,21/02/2017 00:00
164,Cape Canaveral,0,28.455556,-80.527778,"https://www.google.com/maps?ll=28.455556,-80.527778&q=28.455556,-80.527778&hl=en&t=m&z=15",0,39,,https://en.wikipedia.org/wiki/Cape_Canaveral,,21/02/2017 00:00
165,Wallops Flight Facility,0,37.938611,-75.457222,https://www.google.com/maps/place/37°56'19.0"N+75°27'26.0"W/,0,39,null,https://en.wikipedia.org/wiki/Wallops_Flight_Facility,,21/02/2017 00:00
168,"Gran Canaria, Spain",0,27.966667,-15.6,https://www.google.com/maps/place/Gran+Canaria/,1,39,null,https://en.wikipedia.org/wiki/Gran_Canaria,,21/02/2017 00:00
169,"Unknown, Uchinoura Space Center, Japan",0,31.251944,131.081944,https://www.google.com/maps/place/Uchinoura+Space+Center/,0,41,null,https://en.wikipedia.org/wiki/Uchinoura_Space_Center,,21/02/2017 00:00
170,"Cosmodrome Site 1S, Vostochny Cosmodrome, Siberia, Russian Federation",0,51.884395,128.333932,https://www.google.ee/maps/place/51°53'03.8"N+128°20'02.2"E/,0,34,,https://en.wikipedia.org/wiki/Vostochny_Cosmodrome,,21/02/2017 00:00
171,"Mu Center, Uchinoura Space Center, Japan",0,31.251,131.0813,"https://www.google.com/maps?q=31.251,131.0813",0,41,null,https://en.wikipedia.org/wiki/Uchinoura_Space_Center,,21/02/2017 00:00
172,"KS Center, Uchinoura Space Center, Japan",0,31.251871,131.079089,https://www.google.com/maps/place/31%C2%B015'06.7%22N+131%C2%B004'44.7%22E,0,41,null,https://en.wikipedia.org/wiki/Uchinoura_Space_Center,,21/02/2017 00:00
173,Omelek Island,0,9.047861,167.743,"https://www.google.com/maps?q=9.047861,167.743",0,42,null,https://en.wikipedia.org/wiki/Omelek_Island,,21/02/2017 00:00
174,"Unknown Pad, Unknown Location, China",0,35.844694,103.452083,"https://www.google.com/maps?ll=35.844694,103.452083&q=35.844694,103.452083&hl=en&t=m&z=15",0,37,,,,21/02/2017 00:00
182,Imam Khomeini Spaceport,0,35.238,53.950778,"https://www.google.com/maps?q=35.238000,53.950778",0,6,,https://en.wikipedia.org/wiki/Imam_Khomeini_Spaceport,,10/04/2018 18:19
183,"Rocket Lab Launch Complex 2, Wallops Island, Virginia",0,37.834,-75.488,,0,19,null,,,17/10/2018 15:19
